,Year,DOY,EST,Global Horizontal [W/m^2],Air Temperature [deg C],Est Pressure [mBar],CR800 Temp [deg C]
0,2017,329,1549,105.838,18.52,990,22.07
0,2017,329,1550,102.705,18.54,990,22.04
0,2017,329,1551,112.365,18.52,990,22
0,2017,329,1552,137.58,18.45,990,21.96
0,2017,329,1553,142.9,18.38,990,21.91
0,2017,329,1554,137.523,18.35,990,21.87
0,2017,329,1555,162.183,18.39,990,21.82
0,2017,329,1556,156.778,18.45,990,21.77
0,2017,329,1557,164.23,18.48,990,21.74
0,2017,329,1558,185.941,18.5,990,21.7
0,2017,329,1559,170.268,18.54,990,21.68
0,2017,329,1600,191.131,18.57,990,21.64
0,2017,329,1601,187.944,18.61,989,21.64
0,2017,329,1602,184.683,18.67,989,21.63
0,2017,329,1603,181.531,18.7,989,21.62
0,2017,329,1604,178.547,18.69,989,21.63
0,2017,329,1605,162.879,18.67,989,21.63
0,2017,329,1606,110.073,18.61,989,21.62
0,2017,329,1607,54.3581,18.49,990,21.59
0,2017,329,1608,31.9565,18.43,990,21.57
0,2017,329,1609,30.532,18.42,990,21.52
0,2017,329,1610,29.691,18.4,990,21.46
0,2017,329,1611,28.8488,18.39,990,21.4
0,2017,329,1612,28.1813,18.34,990,21.34
0,2017,329,1613,27.4542,18.32,990,21.26
0,2017,329,1614,26.9013,18.28,990,21.19
0,2017,329,1615,26.4629,18.27,991,21.12
0,2017,329,1616,25.8505,18.24,991,21.04
0,2017,329,1617,25.5847,18.2,991,20.97
0,2017,329,1618,24.971,18.17,991,20.89
0,2017,329,1619,24.5303,18.13,991,20.81
0,2017,329,1620,24.2041,18.11,991,20.73
0,2017,329,1621,23.8199,18.07,991,20.63
0,2017,329,1622,23.4348,18.05,991,20.54
0,2017,329,1623,22.8202,18.04,991,20.46
0,2017,329,1624,22.6068,18.01,991,20.38
0,2017,329,1625,21.9359,17.96,992,20.3
0,2017,329,1626,21.7219,17.91,992,20.23
0,2017,329,1627,21.8486,17.87,992,20.15
0,2017,329,1628,21.1783,17.84,992,20.07
0,2017,329,1629,21.0775,17.81,992,19.99
0,2017,329,1630,20.9543,17.79,992,19.91
0,2017,329,1631,20.4064,17.79,992,19.83
0,2017,329,1632,20.3781,17.78,992,19.75
0,2017,329,1633,20.0758,17.75,992,19.67
0,2017,329,1634,19.8391,17.75,992,19.58
0,2017,329,1635,19.8969,17.75,992,19.5
0,2017,329,1636,19.5633,17.75,992,19.43
0,2017,329,1637,19.3533,17.72,992,19.34
0,2017,329,1638,19.4407,17.69,993,19.27
0,2017,329,1639,19.3056,17.67,993,19.19
0,2017,329,1640,18.9454,17.67,993,19.12
0,2017,329,1641,19.061,17.67,993,19.04
0,2017,329,1642,18.5422,17.64,993,18.96
0,2017,329,1643,18.6364,17.62,993,18.9
0,2017,329,1644,18.4103,17.61,993,18.84
0,2017,329,1645,17.9446,17.58,993,18.79
0,2017,329,1646,17.9563,17.58,993,18.73
0,2017,329,1647,17.4285,17.54,993,18.67
0,2017,329,1648,17.2583,17.52,993,18.62
0,2017,329,1649,17.2063,17.5,993,18.57
0,2017,329,1650,16.7923,17.49,993,18.52
0,2017,329,1651,16.5557,17.47,993,18.46
0,2017,329,1652,16.1959,17.43,993,18.41
0,2017,329,1653,15.8917,17.43,993,18.36
0,2017,329,1654,15.8225,17.4,993,18.31
0,2017,329,1655,15.2083,17.36,994,18.26
0,2017,329,1656,15.0062,17.34,994,18.21
0,2017,329,1657,14.5565,17.35,994,18.16
0,2017,329,1658,14.276,17.32,994,18.11
0,2017,329,1659,13.865,17.29,994,18.07
0,2017,329,1700,13.4403,17.25,994,18.02
0,2017,329,1701,13.2347,17.21,994,17.97
0,2017,329,1702,12.542,17.19,994,17.92
0,2017,329,1703,12.2365,17.18,994,17.87
0,2017,329,1704,11.5622,17.19,994,17.83
0,2017,329,1705,11.3142,17.17,994,17.78
0,2017,329,1706,10.4798,17.18,994,17.73
0,2017,329,1707,10.0557,17.12,994,17.68
0,2017,329,1708,9.27883,17.09,995,17.64
0,2017,329,1709,8.68574,17.04,995,17.6
0,2017,329,1710,7.9608,17.02,995,17.55
0,2017,329,1711,7.1784,16.97,995,17.5
0,2017,329,1712,6.55357,16.95,995,17.46
0,2017,329,1713,5.72371,16.92,995,17.41
0,2017,329,1714,5.09365,16.89,995,17.36
0,2017,329,1715,4.28129,16.86,995,17.32
0,2017,329,1716,3.67739,16.82,995,17.27
0,2017,329,1717,3.00695,16.79,996,17.21
0,2017,329,1718,2.48234,16.75,996,17.16
0,2017,329,1719,2.03269,16.69,996,17.11
0,2017,329,1720,1.5325,16.58,996,17.06
0,2017,329,1721,1.2366,16.47,997,17.01
0,2017,329,1722,0.939367,16.41,997,16.96
0,2017,329,1723,0.720457,16.39,997,16.88
0,2017,329,1724,2.89962,16.38,997,16.81
0,2017,329,1725,4.54482,16.34,997,16.75
0,2017,329,1726,4.11154,16.31,997,16.7
0,2017,329,1727,3.72934,16.29,997,16.65
0,2017,329,1728,3.05998,16.21,998,16.6
0,2017,329,1729,3.05369,16.16,998,16.55
0,2017,329,1730,2.93333,16.15,998,16.5
0,2017,329,1731,2.29532,16.13,998,16.45
0,2017,329,1732,2.22528,16.05,998,16.4
0,2017,329,1733,1.53045,16,998,16.35
0,2017,329,1734,1.53045,15.97,998,16.3
0,2017,329,1735,1.53045,15.9,999,16.24
0,2017,329,1736,1.09046,15.78,999,16.19
0,2017,329,1737,0.771663,15.67,999,16.13
0,2017,329,1738,0.765332,15.6,1000,16.08
0,2017,329,1739,0.765331,15.48,1000,16.02
0,2017,329,1740,0.746287,15.37,1000,15.97
0,2017,329,1741,0.650773,15.3,1001,15.91
0,2017,329,1742,0,15.27,1001,15.85
0,2017,329,1743,0,15.28,1001,15.8
0,2017,329,1744,0,15.18,1001,15.74
0,2017,329,1745,0,15.03,1002,15.69
0,2017,329,1746,0,14.91,1002,15.63
0,2017,329,1747,0,14.84,1002,15.58
0,2017,329,1748,0,14.71,1003,15.51
0,2017,329,1749,0,14.58,1003,15.46
0,2017,329,1750,0,14.56,1003,15.4
0,2017,329,1751,0,14.56,1003,15.34
0,2017,329,1752,0,14.56,1003,15.28
0,2017,329,1753,0,14.56,1003,15.22
0,2017,329,1754,0,14.56,1003,15.16
0,2017,329,1755,0,14.56,1003,15.11
0,2017,329,1756,0,14.56,1003,15.05
0,2017,329,1757,0,14.56,1003,15
0,2017,329,1758,0,14.56,1003,14.95
0,2017,329,1759,0,14.51,1003,14.9
0,2017,329,1800,0,14.32,1004,14.82
0,2017,329,1801,0,14.14,1005,14.77
0,2017,329,1802,0,14.01,1005,14.72
0,2017,329,1803,0,13.83,1006,14.67
0,2017,329,1804,0,13.53,1007,14.62
0,2017,329,1805,0,13.32,1008,14.57
0,2017,329,1806,0,13.25,1008,14.51
0,2017,329,1807,0,13.28,1008,14.46
0,2017,329,1808,0,13.4,1007,14.39
0,2017,329,1809,0,13.48,1007,14.33
0,2017,329,1810,0,13.58,1007,14.27
0,2017,329,1811,0,13.79,1006,14.21
0,2017,329,1812,0,13.85,1006,14.16
0,2017,329,1813,0,14,1005,14.11
0,2017,329,1814,0,14.17,1005,14.06
0,2017,329,1815,0,14.21,1005,14.01
0,2017,329,1816,0,14.35,1004,13.96
0,2017,329,1817,0,14.51,1004,13.93
0,2017,329,1818,0,14.55,1003,13.89
0,2017,329,1819,0,14.55,1003,13.86
0,2017,329,1820,0,14.52,1003,13.83
0,2017,329,1821,0,14.53,1003,13.8
0,2017,329,1822,0,14.47,1004,13.77
0,2017,329,1823,0,14.47,1004,13.75
0,2017,329,1824,0,14.48,1004,13.72
0,2017,329,1825,0,14.53,1003,13.69
0,2017,329,1826,0,14.39,1004,13.66
0,2017,329,1827,0,14.22,1004,13.63
0,2017,329,1828,0,14.11,1005,13.6
0,2017,329,1829,0,14.23,1005,13.58
0,2017,329,1830,0,14.27,1004,13.55
0,2017,329,1831,0,14.19,1005,13.53
0,2017,329,1832,0,14.2,1005,13.5
0,2017,329,1833,0,14.32,1004,13.48
0,2017,329,1834,0,14.25,1004,13.45
0,2017,329,1835,0,14.22,1004,13.43
0,2017,329,1836,0,14.15,1005,13.4
0,2017,329,1837,0,14.01,1005,13.37
0,2017,329,1838,0,13.92,1006,13.35
0,2017,329,1839,0,13.84,1006,13.31
0,2017,329,1840,0,13.76,1006,13.3
0,2017,329,1841,0,13.62,1006,13.26
0,2017,329,1842,0,13.5,1007,13.23
0,2017,329,1843,0,13.42,1007,13.2
0,2017,329,1844,0,13.35,1008,13.17
0,2017,329,1845,0,13.37,1008,13.13
0,2017,329,1846,0,13.37,1008,13.1
0,2017,329,1847,0,13.27,1008,13.07
0,2017,329,1848,0,13.15,1008,13.03
0,2017,329,1849,0,13.06,1009,13
0,2017,329,1850,0,13.01,1009,12.94
0,2017,329,1851,0,12.92,1009,12.9
0,2017,329,1852,0,12.8,1009,12.87
0,2017,329,1853,0,12.67,1010,12.83
0,2017,329,1854,0,12.51,1010,12.8
0,2017,329,1855,0,12.42,1011,12.76
0,2017,329,1856,0,12.22,1011,12.73
0,2017,329,1857,0,12,1012,12.69
0,2017,329,1858,0,11.91,1013,12.65
0,2017,329,1859,0,11.84,1013,12.61
0,2017,329,1900,0,11.75,1013,12.57
0,2017,329,1901,0,11.6,1014,12.53
0,2017,329,1902,0,11.42,1014,12.48
0,2017,329,1903,0,11.14,1015,12.44
0,2017,329,1904,0,10.87,1016,12.39
0,2017,329,1905,0,10.58,1017,12.34
0,2017,329,1906,0,10.3,1018,12.29
0,2017,329,1907,0,10.15,1019,12.24
0,2017,329,1908,0,10.06,1019,12.18
0,2017,329,1909,0,9.99,1019,12.12
0,2017,329,1910,0,9.92,1020,12.06
0,2017,329,1911,0,9.85,1020,12
0,2017,329,1912,0,9.78,1020,11.94
0,2017,329,1913,0,9.69,1021,11.87
0,2017,329,1914,0,9.5,1021,11.81
0,2017,329,1915,0,9.28,1022,11.75
0,2017,329,1916,0,9.12,1023,11.68
0,2017,329,1917,0,9.01,1023,11.62
0,2017,329,1918,0,9.03,1023,11.56
0,2017,329,1919,0,9.16,1023,11.49
0,2017,329,1920,0,9.17,1022,11.42
0,2017,329,1921,0,9.11,1023,11.36
0,2017,329,1922,0,9.05,1023,11.29
0,2017,329,1923,0,8.96,1023,11.22
0,2017,329,1924,0,8.88,1023,11.15
0,2017,329,1925,0,8.88,1024,11.07
0,2017,329,1926,0,8.92,1023,11.01
0,2017,329,1927,0,8.99,1023,10.95
0,2017,329,1928,0,8.96,1023,10.89
0,2017,329,1929,0,8.92,1023,10.83
0,2017,329,1930,0,8.91,1023,10.77
0,2017,329,1931,0,8.9,1023,10.72
0,2017,329,1932,0,8.82,1024,10.66
0,2017,329,1933,0,8.78,1024,10.61
0,2017,329,1934,0,8.71,1024,10.55
0,2017,329,1935,0,8.6,1025,10.5
0,2017,329,1936,0,8.47,1025,10.44
0,2017,329,1937,0,8.33,1025,10.38
0,2017,329,1938,0,8.27,1026,10.32
0,2017,329,1939,0,8.23,1026,10.26
0,2017,329,1940,0,8.24,1026,10.2
0,2017,329,1941,0,8.25,1026,10.14
0,2017,329,1942,0,8.24,1026,10.09
0,2017,329,1943,0,8.22,1026,10.03
0,2017,329,1944,0,8.16,1026,9.96
0,2017,329,1945,0,8.07,1026,9.91
0,2017,329,1946,0,8.01,1027,9.84
0,2017,329,1947,0,7.954,1027,9.78
0,2017,329,1948,0,7.935,1027,9.73
0,2017,329,1949,0,7.947,1027,9.67
0,2017,329,1950,0,7.924,1027,9.61
0,2017,329,1951,0,7.882,1027,9.55
0,2017,329,1952,0,7.834,1027,9.49
0,2017,329,1953,0,7.799,1027,9.42
0,2017,329,1954,0,7.749,1028,9.35
0,2017,329,1955,0,7.693,1028,9.29
0,2017,329,1956,0,7.659,1028,9.24
0,2017,329,1957,0,7.618,1028,9.18
0,2017,329,1958,0,7.587,1028,9.12
0,2017,329,1959,0,7.551,1028,9.06
0,2017,329,2000,0,7.573,1028,9.01
0,2017,329,2001,0,7.569,1028,8.95
0,2017,329,2002,0,7.519,1028,8.89
0,2017,329,2003,0,7.473,1029,8.84
0,2017,329,2004,0,7.452,1029,8.78
0,2017,329,2005,0,7.472,1029,8.72
0,2017,329,2006,0,7.471,1029,8.67
0,2017,329,2007,0,7.451,1029,8.61
0,2017,329,2008,0,7.399,1029,8.56
0,2017,329,2009,0,7.357,1029,8.51
0,2017,329,2010,0,7.313,1029,8.46
0,2017,329,2011,0,7.284,1029,8.4
0,2017,329,2012,0,7.221,1030,8.34
0,2017,329,2013,0,7.082,1030,8.29
0,2017,329,2014,0,6.929,1031,8.24
0,2017,329,2015,0,6.843,1031,8.18
0,2017,329,2016,0,6.78,1031,8.13
0,2017,329,2017,0,6.714,1031,8.08
0,2017,329,2018,0,6.742,1031,8.03
0,2017,329,2019,0,6.814,1031,7.984
0,2017,329,2020,0,6.797,1031,7.933
0,2017,329,2021,0,6.761,1031,7.886
0,2017,329,2022,0,6.715,1031,7.839
0,2017,329,2023,0,6.699,1032,7.793
0,2017,329,2024,0,6.686,1032,7.749
0,2017,329,2025,0,6.666,1032,7.687
0,2017,329,2026,0,6.643,1032,7.637
0,2017,329,2027,0,6.596,1032,7.594
0,2017,329,2028,0,6.545,1032,7.548
0,2017,329,2029,0,6.51,1032,7.502
0,2017,329,2030,0,6.512,1032,7.454
0,2017,329,2031,0,6.535,1032,7.41
0,2017,329,2032,0,6.534,1032,7.363
0,2017,329,2033,0,6.555,1032,7.319
0,2017,329,2034,0,6.553,1032,7.272
0,2017,329,2035,0,6.564,1032,7.224
0,2017,329,2036,0,6.583,1032,7.18
0,2017,329,2037,0,6.543,1032,7.137
0,2017,329,2038,0,6.5,1032,7.091
0,2017,329,2039,0,6.504,1032,7.051
0,2017,329,2040,0,6.509,1032,7.004
0,2017,329,2041,0,6.487,1032,6.964
0,2017,329,2042,0,6.482,1032,6.918
0,2017,329,2043,0,6.503,1032,6.875
0,2017,329,2044,0,6.521,1032,6.835
0,2017,329,2045,0,6.546,1032,6.794
0,2017,329,2046,0,6.548,1032,6.755
0,2017,329,2047,0,6.602,1032,6.716
0,2017,329,2048,0,6.714,1032,6.678
0,2017,329,2049,0,6.743,1031,6.644
0,2017,329,2050,0,6.753,1031,6.614
0,2017,329,2051,0,6.712,1031,6.583
0,2017,329,2052,0,6.699,1032,6.553
0,2017,329,2053,0,6.71,1032,6.518
0,2017,329,2054,0,6.727,1031,6.495
0,2017,329,2055,0,6.709,1031,6.463
0,2017,329,2056,0,6.699,1032,6.431
0,2017,329,2057,0,6.701,1032,6.404
0,2017,329,2058,0,6.699,1032,6.373
0,2017,329,2059,0,6.674,1032,6.347
0,2017,329,2100,0,6.663,1032,6.321
0,2017,329,2101,0,6.691,1032,6.291
0,2017,329,2102,0,6.694,1032,6.261
0,2017,329,2103,0,6.642,1032,6.232
0,2017,329,2104,0,6.542,1032,6.203
0,2017,329,2105,0,6.498,1032,6.173
0,2017,329,2106,0,6.434,1032,6.151
0,2017,329,2107,0,6.34,1033,6.122
0,2017,329,2108,0,6.264,1033,6.095
0,2017,329,2109,0,6.228,1033,6.044
0,2017,329,2110,0,6.13,1034,6.013
0,2017,329,2111,0,6.065,1034,5.995
0,2017,329,2112,0,6.037,1034,5.963
0,2017,329,2113,0,6.091,1034,5.934
0,2017,329,2114,0,6.073,1034,5.908
0,2017,329,2115,0,6.044,1034,5.878
0,2017,329,2116,0,5.994,1034,5.844
0,2017,329,2117,0,5.964,1034,5.818
0,2017,329,2118,0,5.966,1034,5.795
0,2017,329,2119,0,5.868,1035,5.764
0,2017,329,2120,0,5.816,1035,5.738
0,2017,329,2121,0,5.807,1035,5.709
0,2017,329,2122,0,5.869,1035,5.683
0,2017,329,2123,0,5.879,1035,5.654
0,2017,329,2124,0,5.881,1035,5.623
0,2017,329,2125,0,5.9,1035,5.595
0,2017,329,2126,0,5.927,1034,5.569
0,2017,329,2127,0,5.913,1034,5.542
0,2017,329,2128,0,5.942,1034,5.517
0,2017,329,2129,0,5.952,1034,5.49
0,2017,329,2130,0,5.916,1034,5.468
0,2017,329,2131,0,5.85,1035,5.442
0,2017,329,2132,0,5.771,1035,5.412
0,2017,329,2133,0,5.785,1035,5.394
0,2017,329,2134,0,5.715,1035,5.367
0,2017,329,2135,0,5.634,1035,5.349
0,2017,329,2136,0,5.641,1035,5.323
0,2017,329,2137,0,5.706,1035,5.31
0,2017,329,2138,0,5.777,1035,5.285
0,2017,329,2139,0,5.759,1035,5.266
0,2017,329,2140,0,5.695,1035,5.246
0,2017,329,2141,0,5.644,1035,5.225
0,2017,329,2142,0,5.72,1035,5.207
0,2017,329,2143,0,5.717,1035,5.184
0,2017,329,2144,0,5.632,1035,5.167
0,2017,329,2145,0,5.558,1036,5.143
0,2017,329,2146,0,5.539,1036,5.125
0,2017,329,2147,0,5.545,1036,5.103
0,2017,329,2148,0,5.52,1036,5.082
0,2017,329,2149,0,5.417,1036,5.051
0,2017,329,2150,0,5.325,1037,5.031
0,2017,329,2151,0,5.237,1037,5.003
0,2017,329,2152,0,5.16,1037,4.975
0,2017,329,2153,0,5.085,1037,4.957
0,2017,329,2154,0,5.041,1038,4.926
0,2017,329,2155,0,5.14,1037,4.898
0,2017,329,2156,0,5.23,1037,4.873
0,2017,329,2157,0,5.159,1037,4.844
0,2017,329,2158,0,5.062,1038,4.82
0,2017,329,2159,0,5.047,1038,4.794
0,2017,329,2200,0,5.02,1038,4.772
0,2017,329,2201,0,5.056,1038,4.751
0,2017,329,2202,0,5.068,1038,4.729
0,2017,329,2203,0,5.033,1038,4.708
0,2017,329,2204,0,5.067,1038,4.691
0,2017,329,2205,0,5.124,1037,4.669
0,2017,329,2206,0,5.159,1037,4.648
0,2017,329,2207,0,5.174,1037,4.629
0,2017,329,2208,0,5.063,1037,4.613
0,2017,329,2209,0,4.963,1038,4.589
0,2017,329,2210,0,4.917,1038,4.572
0,2017,329,2211,0,4.923,1038,4.547
0,2017,329,2212,0,4.945,1038,4.533
0,2017,329,2213,0,4.925,1038,4.514
0,2017,329,2214,0,4.875,1038,4.471
0,2017,329,2215,0,4.87,1038,4.451
0,2017,329,2216,0,4.901,1038,4.432
0,2017,329,2217,0,4.889,1038,4.413
0,2017,329,2218,0,4.853,1038,4.393
0,2017,329,2219,0,4.761,1039,4.375
0,2017,329,2220,0,4.62,1039,4.348
0,2017,329,2221,0,4.608,1039,4.328
0,2017,329,2222,0,4.679,1039,4.303
0,2017,329,2223,0,4.615,1039,4.275
0,2017,329,2224,0,4.546,1039,4.255
0,2017,329,2225,0,4.51,1040,4.232
0,2017,329,2226,0,4.524,1040,4.21
0,2017,329,2227,0,4.462,1040,4.184
0,2017,329,2228,0,4.419,1040,4.169
0,2017,329,2229,0,4.411,1040,4.142
0,2017,329,2230,0,4.416,1040,4.122
0,2017,329,2231,0,4.426,1040,4.096
0,2017,329,2232,0,4.355,1040,4.076
0,2017,329,2233,0,4.337,1040,4.053
0,2017,329,2234,0,4.348,1040,4.035
0,2017,329,2235,0,4.332,1040,4.01
0,2017,329,2236,0,4.292,1040,3.992
0,2017,329,2237,0,4.28,1041,3.967
0,2017,329,2238,0,4.199,1041,3.944
0,2017,329,2239,0,4.133,1041,3.917
0,2017,329,2240,0,4.099,1041,3.89
0,2017,329,2241,0,4.069,1041,3.865
0,2017,329,2242,0,4.047,1041,3.833
0,2017,329,2243,0,3.993,1042,3.81
0,2017,329,2244,0,3.939,1042,3.781
0,2017,329,2245,0,4.026,1042,3.752
0,2017,329,2246,0,4.162,1041,3.728
0,2017,329,2247,0,4.145,1041,3.702
0,2017,329,2248,0,4.078,1041,3.679
0,2017,329,2249,0,3.956,1042,3.654
0,2017,329,2250,0,3.972,1042,3.627
0,2017,329,2251,0,4.093,1041,3.6
0,2017,329,2252,0,4.129,1041,3.575
0,2017,329,2253,0,4.109,1041,3.556
0,2017,329,2254,0,4.071,1041,3.53
0,2017,329,2255,0,3.996,1042,3.51
0,2017,329,2256,0,3.965,1042,3.486
0,2017,329,2257,0,3.92,1042,3.462
0,2017,329,2258,0,3.862,1042,3.437
0,2017,329,2259,0,3.872,1042,3.41
0,2017,329,2300,0,3.962,1042,3.389
0,2017,329,2301,0,3.999,1042,3.364
0,2017,329,2302,0,3.964,1042,3.346
0,2017,329,2303,0,3.894,1042,3.321
0,2017,329,2304,0,3.832,1042,3.296
0,2017,329,2305,0,3.947,1042,3.258
0,2017,329,2306,0,3.996,1042,3.24
0,2017,329,2307,0,3.982,1042,3.217
0,2017,329,2308,0,3.888,1042,3.206
0,2017,329,2309,0,3.91,1042,3.185
0,2017,329,2310,0,3.934,1042,3.167
0,2017,329,2311,0,3.918,1042,3.152
0,2017,329,2312,0,3.844,1042,3.134
0,2017,329,2313,0,3.811,1042,3.122
0,2017,329,2314,0,3.748,1042,3.109
0,2017,329,2315,0,3.636,1043,3.091
0,2017,329,2316,0,3.644,1043,3.073
0,2017,329,2317,0,3.671,1043,3.057
0,2017,329,2318,0,3.694,1043,3.038
0,2017,329,2319,0,3.658,1043,3.025
0,2017,329,2320,0,3.622,1043,3.01
0,2017,329,2321,0,3.598,1043,2.993
0,2017,329,2322,0,3.614,1043,2.978
0,2017,329,2323,0,3.648,1043,2.954
0,2017,329,2324,0,3.683,1043,2.94
0,2017,329,2325,0,3.702,1043,2.917
0,2017,329,2326,0,3.732,1043,2.902
0,2017,329,2327,0,3.699,1043,2.885
0,2017,329,2328,0,3.585,1043,2.866
0,2017,329,2329,0,3.448,1044,2.858
0,2017,329,2330,0,3.354,1044,2.839
0,2017,329,2331,0,3.275,1044,2.822
0,2017,329,2332,0,3.306,1044,2.81
0,2017,329,2333,0,3.361,1044,2.79
0,2017,329,2334,0,3.378,1044,2.779
0,2017,329,2335,0,3.316,1044,2.762
0,2017,329,2336,0,3.236,1044,2.741
0,2017,329,2337,0,3.164,1045,2.722
0,2017,329,2338,0,3.138,1045,2.704
0,2017,329,2339,0,3.104,1045,2.684
0,2017,329,2340,0,3.007,1045,2.661
0,2017,329,2341,0,2.98,1045,2.639
0,2017,329,2342,0,3.074,1045,2.611
0,2017,329,2343,0,3.117,1045,2.594
0,2017,329,2344,0,3.17,1045,2.564
0,2017,329,2345,0,3.128,1045,2.546
0,2017,329,2346,0,3.126,1045,2.525
0,2017,329,2347,0,3.123,1045,2.51
0,2017,329,2348,0,3.111,1045,2.484
0,2017,329,2349,0,3.065,1045,2.467
0,2017,329,2350,0,3.05,1045,2.445
0,2017,329,2351,0,3.084,1045,2.436
0,2017,329,2352,0,3.164,1045,2.417
0,2017,329,2353,0,3.269,1044,2.398
0,2017,329,2354,0,3.342,1044,2.395
0,2017,329,2355,0,3.326,1044,2.386
0,2017,329,2356,0,3.298,1044,2.374
0,2017,329,2357,0,3.25,1044,2.367
0,2017,329,2358,0,3.179,1045,2.352
0,2017,329,2359,0,3.069,1045,2.345
0,2017,330,0,0,2.982,1045,2.328
0,2017,330,1,0,2.896,1046,2.311
0,2017,330,2,0,2.818,1046,2.294
0,2017,330,3,0,2.872,1046,2.27
0,2017,330,4,0,2.908,1046,2.253
0,2017,330,5,0,2.906,1046,2.229
0,2017,330,6,0,2.845,1046,2.205
0,2017,330,7,0,2.805,1046,2.181
0,2017,330,8,0,2.709,1046,2.16
0,2017,330,9,0,2.636,1047,2.136
0,2017,330,10,0,2.644,1047,2.11
0,2017,330,11,0,2.752,1046,2.09
0,2017,330,12,0,2.79,1046,2.061
0,2017,330,13,0,2.868,1046,2.042
0,2017,330,14,0,2.922,1046,2.018
0,2017,330,15,0,2.867,1046,2.002
0,2017,330,16,0,2.808,1046,1.978
0,2017,330,17,0,2.72,1046,1.959
0,2017,330,18,0,2.718,1046,1.934
0,2017,330,19,0,2.659,1047,1.914
0,2017,330,20,0,2.574,1047,1.892
0,2017,330,21,0,2.579,1047,1.875
0,2017,330,22,0,2.638,1047,1.851
0,2017,330,23,0,2.679,1047,1.836
0,2017,330,24,0,2.607,1047,1.817
0,2017,330,25,0,2.527,1047,1.798
0,2017,330,26,0,2.486,1047,1.762
0,2017,330,27,0,2.602,1047,1.738
0,2017,330,28,0,2.607,1047,1.725
0,2017,330,29,0,2.553,1047,1.704
0,2017,330,30,0,2.512,1047,1.689
0,2017,330,31,0,2.445,1047,1.672
0,2017,330,32,0,2.38,1048,1.649
0,2017,330,33,0,2.39,1048,1.635
0,2017,330,34,0,2.31,1048,1.614
0,2017,330,35,0,2.23,1048,1.596
0,2017,330,36,0,2.243,1048,1.571
0,2017,330,37,0,2.385,1048,1.554
0,2017,330,38,0,2.462,1047,1.533
0,2017,330,39,0,2.412,1048,1.513
0,2017,330,40,0,2.362,1048,1.491
0,2017,330,41,0.00635,2.346,1048,1.48
0,2017,330,42,0,2.47,1047,1.455
0,2017,330,43,0,2.55,1047,1.437
0,2017,330,44,0,2.513,1047,1.423
0,2017,330,45,0.00635,2.438,1047,1.403
0,2017,330,46,0,2.351,1048,1.392
0,2017,330,47,0,2.442,1048,1.373
0,2017,330,48,0,2.475,1047,1.353
0,2017,330,49,0,2.389,1048,1.342
0,2017,330,50,0,2.269,1048,1.329
0,2017,330,51,0,2.19,1048,1.308
0,2017,330,52,0,2.163,1049,1.296
0,2017,330,53,0,2.194,1048,1.277
0,2017,330,54,0,2.199,1048,1.263
0,2017,330,55,0,2.174,1048,1.243
0,2017,330,56,0,2.097,1049,1.224
0,2017,330,57,0,2.038,1049,1.213
0,2017,330,58,0,2.092,1049,1.192
0,2017,330,59,0,2.104,1049,1.176
0,2017,330,100,0,2.06,1049,1.159
0,2017,330,101,0,2.026,1049,1.138
0,2017,330,102,0,2.063,1049,1.13
0,2017,330,103,0,2.089,1049,1.111
0,2017,330,104,0,2.094,1049,1.096
0,2017,330,105,0,2.08,1049,1.077
0,2017,330,106,0,2.102,1049,1.058
0,2017,330,107,0,2.143,1049,1.053
0,2017,330,108,0,2.135,1049,1.036
0,2017,330,109,0,2.276,1048,1.022
0,2017,330,110,0,2.287,1048,1.012
0,2017,330,111,0,2.192,1048,0.995
0,2017,330,112,0,2.206,1048,0.988
0,2017,330,113,0,2.269,1048,0.969
0,2017,330,114,0,2.26,1048,0.969
0,2017,330,115,0,2.194,1048,0.95
0,2017,330,116,0,2.171,1049,0.946
0,2017,330,117,0,2.156,1048,0.943
0,2017,330,118,0,2.144,1049,0.926
0,2017,330,119,0,2.131,1049,0.926
0,2017,330,120,0,2.07,1049,0.926
0,2017,330,121,0,2.019,1049,0.915
0,2017,330,122,0,2.013,1049,0.903
0,2017,330,123,0,1.984,1049,0.903
0,2017,330,124,0,1.986,1049,0.89
0,2017,330,125,0,2.045,1049,0.883
0,2017,330,126,0,2.089,1049,0.881
0,2017,330,127,0,2.051,1049,0.871
0,2017,330,128,0,1.99,1049,0.861
0,2017,330,129,0,1.941,1049,0.842
0,2017,330,130,0,1.903,1049,0.833
0,2017,330,131,0,1.855,1050,0.818
0,2017,330,132,0,1.857,1050,0.799
0,2017,330,133,0,1.869,1050,0.796
0,2017,330,134,0,1.977,1049,0.779
0,2017,330,135,0,1.868,1049,0.772
0,2017,330,136,0,1.838,1050,0.757
0,2017,330,137,0,1.84,1050,0.757
0,2017,330,138,0,1.792,1050,0.736
0,2017,330,139,0,1.757,1050,0.72
0,2017,330,140,0,1.674,1050,0.712
0,2017,330,141,0,1.629,1051,0.691
0,2017,330,142,0,1.626,1051,0.674
0,2017,330,143,0,1.741,1050,0.661
0,2017,330,144,0,1.755,1050,0.641
0,2017,330,145,0,1.658,1050,0.628
0,2017,330,146,0,1.596,1051,0.619
0,2017,330,147,0,1.544,1051,0.598
0,2017,330,148,0,1.474,1051,0.583
0,2017,330,149,0.00635,1.378,1051,0.57
0,2017,330,150,0,1.361,1052,0.548
